train-MinReturn,n_timesteps,train-AverageReturn,LossAfter,Time-Optimization,Time-Sampling,train-EnvExecTime,train-MaxReturn,LossBefore,train-PolicyExecTime,train-AverageDiscountedReturn,train-NumTrajs,Time,train-StdReturn,ItrTime,Itr,Time-SampleProc
-143.83671344882555,230000,-140.28347893193782,-0.2554462,4.405168056488037,208.77866387367249,4.572859287261963,-137.0030746876555,0.015770026,203.78913021087646,-309.53604993824587,100,4410.262388944626,1.2829025239418037,213.2039737701416,22,0.018777132034301758
-143.20310020092015,240000,-140.11195986178527,-0.32343385,2.9726712703704834,187.3403880596161,4.764039516448975,-137.04602354564878,0.0069090514,182.15327858924866,-309.1732918865948,100,4600.617837905884,1.4305297445247767,190.3349802494049,23,0.02039504051208496
-143.16098535188317,250000,-140.29768548063097,-0.45448697,3.956651210784912,182.3557050228119,4.544086456298828,-136.76235371287888,-0.0037029998,177.40009951591492,-309.4783486225188,100,4786.975027799606,1.509306212049104,186.33490800857544,24,0.02109837532043457
-142.95007925098966,260000,-140.07207091727753,-0.55234015,3.1805412769317627,179.74071288108826,4.506364583969116,-136.64111139087078,9.7052005e-05,174.81177639961243,-309.02344405216974,100,4969.941117763519,1.492698988913253,182.94463896751404,25,0.021916866302490234
-143.62233529891512,270000,-140.26545292805463,-0.7017873,3.1465258598327637,176.58496403694153,4.531177043914795,-136.1709587872181,0.010154262,171.65179300308228,-309.41517168568475,100,5149.720783948898,1.6590495952807447,179.7586271762848,26,0.02336406707763672
-142.88387260064425,280000,-140.24709746358795,-0.84352195,3.2655160427093506,184.1961419582367,4.652966260910034,-135.22628543686318,0.01206252,179.06842231750488,-309.3976953067725,100,5337.231640100479,1.4338545779657876,187.4880073070526,27,0.023746013641357422
-142.97059118406335,290000,-140.1346242360566,-1.0052974,3.3123719692230225,183.99458193778992,4.688560724258423,-136.84311256362096,0.0044207084,178.81278610229492,-309.1983854918069,100,5524.588340997696,1.495743570472979,187.33291506767273,28,0.024450063705444336
-143.06635344625465,300000,-140.11074599582383,-1.1989714,3.567111015319824,188.37948894500732,4.6389219760894775,-136.2157232131957,0.004310273,183.30120420455933,-309.17768245003555,100,5716.580482959747,1.526555019990484,191.96960592269897,29,0.022186994552612305
-142.88178269910094,310000,-140.42274034994884,-1.5793194,4.710127830505371,188.38727688789368,4.531002044677734,-137.19501129120445,-0.016254684,183.45230317115784,-309.7612974648183,100,5909.718168973923,1.3941587324469158,193.11728715896606,30,0.019576072692871094
-143.36096428502356,320000,-140.30295005621068,-2.121242,3.575561285018921,191.78619408607483,4.545057058334351,-135.97268326245043,-0.003754369,186.83268213272095,-309.51766649982807,100,6105.120980978012,1.5420444693428168,195.38217282295227,31,0.02003192901611328
-143.1666600908167,330000,-140.41706567214194,-2.5824964,3.270141363143921,189.60363101959229,4.53572416305542,-137.21239473869582,-0.005180066,184.66554808616638,-309.75523545427774,100,6298.034953832626,1.4084489096518382,192.8946089744568,32,0.020564794540405273
-143.03533612973644,340000,-140.12238486419926,-3.1518512,3.3646349906921387,193.23108410835266,4.541969299316406,-137.7009869608564,-0.014563739,188.27146983146667,-309.18469688279475,100,6494.671117067337,1.3563748749447302,196.61779618263245,33,0.020160913467407227
